Developer,Global Sales,Releases,Critic Rating,User Rating,Sales Per Release,Average Critic Rating,Average User Rating,rating
Neverland Company,3220000.0,11,745,85.4,292727.2727272727,67.7,7.8,good
TOSE Software,3210000.0,7,541,54.10000000000001,458571.4285714286,77.3,7.7,very good
Factor 5,3210000.0,3,218,22.5,1070000.0,72.7,7.5,good
Bright Light Productions,3190000.0,6,359,30.700000000000003,531666.6666666666,59.8,5.1,ok
Monkey Bar Games,3190000.0,15,856,82.6,212666.66666666666,57.1,5.5,ok
Webfoot Technologies,3130000.0,5,269,33.8,626000.0,53.8,6.8,ok
tri-Ace,3120000.0,6,445,46.7,520000.0,74.2,7.8,good
Blue Tongue,3120000.0,13,853,91.5,240000.0,65.6,7.0,good
Black Ops Entertainment,3100000.0,7,356,43.2,442857.14285714284,50.9,6.2,ok
Savage Entertainment,3050000.0,4,216,28.599999999999998,762500.0,54.0,7.2,ok
Cauldron,3020000.0,5,346,29.700000000000003,604000.0,69.2,5.9,good
Aki Corporation,3010000.0,4,291,31.299999999999997,752500.0,72.8,7.8,good
Ensemble Studios,3000000.0,6,463,50.60000000000001,500000.0,77.2,8.4,very good
Etranges Libellules,2970000.0,8,473,57.7,371250.0,59.1,7.2,ok
Ubisoft Toronto,2960000.0,6,470,42.4,493333.3333333333,78.3,7.1,very good
Team17 Software,2950000.0,19,1100,118.19999999999997,155263.15789473685,57.9,6.2,ok
HAL Laboratory,2940000.0,6,467,47.099999999999994,490000.0,77.8,7.8,very good
Koei,2930000.0,22,1517,172.6,133181.81818181818,69.0,7.8,good
EA Seattle,2910000.0,2,157,16.6,1455000.0,78.5,8.3,very good
WayForward Technologies,2900000.0,17,1092,113.60000000000002,170588.23529411765,64.2,6.7,good
Creative Assembly,2900000.0,7,521,52.800000000000004,414285.71428571426,74.4,7.5,good
Free Radical Design,2870000.0,9,710,74.39999999999999,318888.8888888889,78.9,8.3,very good
SIE Japan Studio,2870000.0,7,533,51.1,410000.0,76.1,7.3,very good
Konami Computer Entertainment Hawaii,2870000.0,10,635,71.10000000000001,287000.0,63.5,7.1,good
2K Australia / 2K Boston,2830000.0,1,96,8.9,2830000.0,96.0,8.9,excellent
Incognito Inc.,2830000.0,4,300,32.4,707500.0,75.0,8.1,good
Natsume,2820000.0,14,782,98.1,201428.57142857142,55.9,7.0,ok
Camelot Software Planning,2810000.0,5,380,38.4,562000.0,76.0,7.7,very good
Genki,2790000.0,8,481,57.4,348750.0,60.1,7.2,good
"Yuke's Co., Ltd.",2790000.0,3,217,19.299999999999997,930000.0,72.3,6.4,good
Game Freak,2780000.0,2,161,15.0,1390000.0,80.5,7.5,very good
Juice Games,2780000.0,8,540,57.300000000000004,347500.0,67.5,7.2,good
DC Studios,2780000.0,3,191,19.5,926666.6666666666,63.7,6.5,good
The Creative Assembly,2730000.0,11,753,86.49999999999999,248181.81818181818,68.5,7.9,good
Game Arts,2720000.0,10,755,79.39999999999999,272000.0,75.5,7.9,very good
Bullfrog Productions,2720000.0,4,313,30.900000000000002,680000.0,78.2,7.7,very good
VIS Entertainment,2700000.0,5,292,33.6,540000.0,58.4,6.7,ok
"Z-Axis, Ltd.",2660000.0,8,488,55.69999999999999,332500.0,61.0,7.0,good
SNK Playmore Corporation,2650000.0,17,1161,130.3,155882.35294117648,68.3,7.7,good
Digital Extremes,2650000.0,7,533,53.8,378571.4285714286,76.1,7.7,very good
Acclaim Studios Austin,2640000.0,6,403,44.699999999999996,440000.0,67.2,7.4,good
Double Fine Productions,2640000.0,5,418,40.099999999999994,528000.0,83.6,8.0,very good
Mercury Steam,2620000.0,5,386,40.4,524000.0,77.2,8.1,very good
HB Studios,2610000.0,14,815,76.60000000000001,186428.57142857142,58.2,5.5,ok
Clover Studio,2600000.0,10,819,80.7,260000.0,81.9,8.1,very good
Danger Close Games,2600000.0,2,108,11.3,1300000.0,54.0,5.6,ok
Nihilistic Software,2580000.0,7,416,47.8,368571.4285714286,59.4,6.8,ok
SCEA San Diego Studios,2580000.0,6,475,41.2,430000.0,79.2,6.9,very good
Sanzaru Games,2550000.0,6,392,43.5,425000.0,65.3,7.2,good
Hello Games,2490000.0,2,148,12.3,1245000.0,74.0,6.2,good
3DO,2480000.0,14,786,84.1,177142.85714285713,56.1,6.0,ok
K2 LLC,2470000.0,8,453,53.8,308750.0,56.6,6.7,ok
Day 1 Studios,2470000.0,6,450,43.0,411666.6666666667,75.0,7.2,good
Inti Creates,2430000.0,12,902,101.2,202500.0,75.2,8.4,very good
Page 44 Studios,2420000.0,4,303,30.8,605000.0,75.8,7.7,very good
Ubisoft Sofia,2420000.0,3,218,22.2,806666.6666666666,72.7,7.4,good
Giants Software,2410000.0,5,307,31.099999999999998,482000.0,61.4,6.2,good
TOSE,2410000.0,6,382,45.0,401666.6666666667,63.7,7.5,good
Paradox Development,2390000.0,6,310,41.49999999999999,398333.3333333333,51.7,6.9,ok
SIE London Studio,2390000.0,2,124,12.8,1195000.0,62.0,6.4,good
Headstrong Games,2380000.0,8,576,58.5,297500.0,72.0,7.3,good
Red Fly Studio,2370000.0,8,458,56.3,296250.0,57.2,7.0,ok
Tecmo Koei Games,2360000.0,6,390,44.3,393333.3333333333,65.0,7.4,good
Surreal Software,2360000.0,6,442,47.4,393333.3333333333,73.7,7.9,good
Ubisoft Montreal / Red Storm Entertainment,2360000.0,2,156,16.6,1180000.0,78.0,8.3,very good
Vanillaware,2340000.0,8,639,65.8,292500.0,79.9,8.2,very good
SCEI,2330000.0,2,146,15.7,1165000.0,73.0,7.8,good
Studio Liverpool,2320000.0,6,494,47.599999999999994,386666.6666666667,82.3,7.9,very good
Taito Corporation,2320000.0,11,700,74.8,210909.0909090909,63.6,6.8,good
EA Canada,2310000.0,3,234,24.299999999999997,770000.0,78.0,8.1,very good
FUN Labs,2300000.0,10,562,72.89999999999999,230000.0,56.2,7.3,ok
Project Soul,2290000.0,5,377,29.800000000000004,458000.0,75.4,6.0,very good
Silicon Knights,2270000.0,6,375,38.7,378333.3333333333,62.5,6.4,good
Tecmo,2270000.0,14,1020,115.69999999999999,162142.85714285713,72.9,8.3,good
Kaos Studios,2260000.0,3,215,19.2,753333.3333333334,71.7,6.4,good
Gust,2240000.0,16,1140,123.40000000000002,140000.0,71.2,7.7,good
Oddworld Inhabitants,2230000.0,3,253,26.500000000000004,743333.3333333334,84.3,8.8,very good
FreeStyle Games,2230000.0,3,260,23.700000000000003,743333.3333333334,86.7,7.9,excellent
Tamsoft,2210000.0,6,372,37.89999999999999,368333.3333333333,62.0,6.3,good
Vicious Cycle,2200000.0,12,799,86.99999999999999,183333.33333333334,66.6,7.2,good
Double Helix Games,2160000.0,11,652,63.1,196363.63636363635,59.3,5.7,ok
Marvelous Entertainment,2150000.0,9,648,66.5,238888.88888888888,72.0,7.4,good
TT Games / Harmonix Music Systems,2130000.0,4,296,28.900000000000002,532500.0,74.0,7.2,good
HB Studios Multimedia,2130000.0,5,315,36.0,426000.0,63.0,7.2,good
Midway Studios San Diego,2120000.0,2,96,9.4,1060000.0,48.0,4.7,ok
Monolith Soft,2120000.0,3,249,26.4,706666.6666666666,83.0,8.8,very good
High Impact Games,2120000.0,5,354,35.9,424000.0,70.8,7.2,good
8ing/Raizing,2110000.0,4,258,27.900000000000002,527500.0,64.5,7.0,good
Pacific Coast Power & Light,2100000.0,5,285,34.0,420000.0,57.0,6.8,ok
Blue Planet Software,2080000.0,1,44,6.2,2080000.0,44.0,6.2,bad
NanaOn-Sha,2060000.0,2,159,15.1,1030000.0,79.5,7.6,very good
High Horse Entertainment,2060000.0,4,274,31.799999999999997,515000.0,68.5,8.0,good
Ubisoft San Francisco,2050000.0,2,163,15.600000000000001,1025000.0,81.5,7.8,very good
Yukie's Osaka,2050000.0,2,171,14.9,1025000.0,85.5,7.4,excellent
"Nd Cube Co., Ltd.",2050000.0,3,173,17.8,683333.3333333334,57.7,5.9,ok
Artoon,2030000.0,6,308,36.8,338333.3333333333,51.3,6.1,ok
Nintendo EAD,2010000.0,3,217,21.1,670000.0,72.3,7.0,good
Quantic Dream,2010000.0,5,394,40.8,402000.0,78.8,8.2,very good
Game Republic,1990000.0,8,524,58.0,248750.0,65.5,7.2,good
Check Six Games,1970000.0,1,56,4.4,1970000.0,56.0,4.4,ok
Splash Damage,1970000.0,4,294,25.900000000000002,492500.0,73.5,6.5,good
Valve Software,1960000.0,2,192,18.0,980000.0,96.0,9.0,excellent
Fall Line Studio,1940000.0,3,167,18.0,646666.6666666666,55.7,6.0,ok
Sidhe Interactive,1940000.0,7,409,44.9,277142.85714285716,58.4,6.4,ok
SCEA Bend Studio,1920000.0,5,364,41.099999999999994,384000.0,72.8,8.2,good
Turtle Rock Studios,1900000.0,3,227,13.7,633333.3333333334,75.7,4.6,very good
EA UK,1900000.0,3,210,21.7,633333.3333333334,70.0,7.2,good
Sucker Punch Productions,1900000.0,2,156,16.0,950000.0,78.0,8.0,very good
Locomotive Games,1870000.0,2,134,13.0,935000.0,67.0,6.5,good
Nihon Falcom Corporation,1870000.0,12,967,100.0,155833.33333333334,80.6,8.3,very good
Trion Worlds,1860000.0,4,267,27.900000000000002,465000.0,66.8,7.0,good
Rockstar London,1860000.0,3,215,24.599999999999998,620000.0,71.7,8.2,good
Criterion,1850000.0,2,177,15.2,925000.0,88.5,7.6,excellent
Torus Games,1840000.0,14,922,86.8,131428.57142857142,65.9,6.2,good
Irrational Games,1840000.0,2,179,17.1,920000.0,89.5,8.6,excellent
Sony Online Entertainment,1840000.0,5,345,38.4,368000.0,69.0,7.7,good
"Treasure Co., Ltd.",1800000.0,9,695,69.1,200000.0,77.2,7.7,very good
3d6 Games,1800000.0,2,128,13.399999999999999,900000.0,64.0,6.7,good
RED Entertainment,1790000.0,5,353,40.0,358000.0,70.6,8.0,good
Big Sky Software,1780000.0,4,266,25.8,445000.0,66.5,6.4,good
Genuine,1770000.0,1,47,6.5,1770000.0,47.0,6.5,ok
Pitbull Syndicate,1760000.0,2,144,16.1,880000.0,72.0,8.0,good
Compile Heart,1760000.0,18,1120,124.89999999999999,97777.77777777778,62.2,6.9,good
AKI Corporation / EA Canada,1760000.0,1,83,8.8,1760000.0,83.0,8.8,very good
Realtime Worlds,1750000.0,1,83,7.9,1750000.0,83.0,7.9,very good
iNiS,1740000.0,4,310,32.2,435000.0,77.5,8.0,very good
Reality Pump,1730000.0,4,252,25.8,432500.0,63.0,6.4,good
2K Australia,1720000.0,3,226,18.6,573333.3333333334,75.3,6.2,very good
38 Studios,1720000.0,2,161,15.5,860000.0,80.5,7.8,very good
Global Star,1720000.0,1,20,2.2,1720000.0,20.0,2.2,very bad
Magic Pockets,1720000.0,10,503,47.5,172000.0,50.3,4.8,ok
Pam Development,1710000.0,3,221,20.9,570000.0,73.7,7.0,good
Nihilistic,1710000.0,1,33,5.0,1710000.0,33.0,5.0,bad
Propaganda Games,1710000.0,6,377,39.3,285000.0,62.8,6.6,good
"Sega Studios, San Francisco",1710000.0,5,226,26.8,342000.0,45.2,5.4,ok
Warthog,1700000.0,8,481,57.5,212500.0,60.1,7.2,good
Gameloft,1690000.0,5,287,33.4,338000.0,57.4,6.7,ok
XPEC,1680000.0,4,270,28.5,420000.0,67.5,7.1,good
Pocket Studios,1640000.0,2,88,12.7,820000.0,44.0,6.4,bad
A2M,1640000.0,6,327,44.1,273333.3333333333,54.5,7.4,ok
Gaijin Entertainment,1640000.0,5,331,34.7,328000.0,66.2,6.9,good
HexaDrive,1620000.0,5,353,34.5,324000.0,70.6,6.9,good
Jupiter Corporation,1620000.0,2,131,15.6,810000.0,65.5,7.8,good
SCEA Bend Studio / Naughty Dog,1620000.0,1,80,7.5,1620000.0,80.0,7.5,very good
Eurocom,1620000.0,3,185,16.299999999999997,540000.0,61.7,5.4,good
Team ICO,1610000.0,2,181,18.0,805000.0,90.5,9.0,excellent
People Can Fly / Epic Games,1600000.0,1,79,5.6,1600000.0,79.0,5.6,very good
Next Level Games,1580000.0,8,526,58.4,197500.0,65.8,7.3,good
Steel Monkeys,1570000.0,2,110,14.8,785000.0,55.0,7.4,ok
Monster Games,1570000.0,5,348,29.999999999999996,314000.0,69.6,6.0,good
DONTNOD Entertainment,1560000.0,7,535,54.1,222857.14285714287,76.4,7.7,very good
imageepoch Inc.,1560000.0,7,452,51.8,222857.14285714287,64.6,7.4,good
Marvelous,1550000.0,5,371,37.9,310000.0,74.2,7.6,good
Media.Vision,1540000.0,14,892,91.4,110000.0,63.7,6.5,good
Bigbig Studios,1530000.0,3,209,21.6,510000.0,69.7,7.2,good
Konami Digital Entertainment,1530000.0,7,501,36.4,218571.42857142858,71.6,5.2,good
Monster Games Inc.,1520000.0,5,386,42.3,304000.0,77.2,8.5,very good
The Code Monkeys,1520000.0,1,38,4.2,1520000.0,38.0,4.2,bad
Project ACES,1520000.0,3,226,20.4,506666.6666666667,75.3,6.8,very good
Longtail Studios,1510000.0,6,318,36.6,251666.66666666666,53.0,6.1,ok
Midway Games West,1500000.0,3,187,25.0,500000.0,62.3,8.3,good
Neko Entertainment,1500000.0,6,299,34.7,250000.0,49.8,5.8,ok
Tantalus Interactive,1480000.0,4,239,26.1,370000.0,59.8,6.5,ok
Opus Studio,1480000.0,7,429,47.900000000000006,211428.57142857142,61.3,6.8,good
Razorworks Studios,1470000.0,2,88,14.2,735000.0,44.0,7.1,bad
Kuju Entertainment,1460000.0,8,560,62.9,182500.0,70.0,7.9,good
4a-games,1460000.0,3,241,23.6,486666.6666666667,80.3,7.9,very good
2K Boston / 2K Australia / 2K Marin,1440000.0,1,94,8.8,1440000.0,94.0,8.8,excellent
Airtight Games,1430000.0,8,532,52.400000000000006,178750.0,66.5,6.6,good
Big Park,1430000.0,1,52,5.0,1430000.0,52.0,5.0,ok
DECK13 Interactive,1410000.0,8,505,54.49999999999999,176250.0,63.1,6.8,good
City Interactive,1410000.0,4,192,23.599999999999998,352500.0,48.0,5.9,ok
Climax Entertainment,1410000.0,5,331,40.8,282000.0,66.2,8.2,good
Ganbarion,1400000.0,6,419,46.900000000000006,233333.33333333334,69.8,7.8,good
Blue Byte Studio,1400000.0,1,83,7.1,1400000.0,83.0,7.1,very good
AWE Games,1380000.0,6,333,38.900000000000006,230000.0,55.5,6.5,ok
Paon Corporation,1370000.0,5,322,35.699999999999996,274000.0,64.4,7.1,good
Namco Bandai,1370000.0,1,78,7.3,1370000.0,78.0,7.3,very good
Matrix Software,1370000.0,3,234,26.400000000000002,456666.6666666667,78.0,8.8,very good
Acclaim Studios Salt Lake City,1360000.0,4,229,27.2,340000.0,57.2,6.8,ok
Acclaim Studios Cheltenham,1360000.0,9,621,65.49999999999999,151111.11111111112,69.0,7.3,good
Milestone S.r.l.,1360000.0,14,954,89.7,97142.85714285714,68.1,6.4,good
Nintendo SPD Production Group 1/Team Ninja,1360000.0,1,79,6.6,1360000.0,79.0,6.6,very good
Polygon Magic,1350000.0,5,323,38.2,270000.0,64.6,7.6,good
Hellbent Games,1350000.0,2,108,15.1,675000.0,54.0,7.6,ok
Light Weight,1350000.0,3,163,14.0,450000.0,54.3,4.7,ok
Haemimont Games,1340000.0,11,787,80.0,121818.18181818182,71.5,7.3,good
Nintendo EAD Tokyo,1340000.0,1,80,8.1,1340000.0,80.0,8.1,very good
"Blind Squirrel Digital, Inc",1340000.0,2,168,17.0,670000.0,84.0,8.5,very good
Luxoflux Corp.,1330000.0,2,124,14.7,665000.0,62.0,7.4,good
Midway Studios Austin,1330000.0,4,266,29.400000000000002,332500.0,66.5,7.4,good
Rockstar Leeds/North,1330000.0,1,93,8.2,1330000.0,93.0,8.2,excellent
Eighting,1320000.0,3,195,23.6,440000.0,65.0,7.9,good
Blue Fang Games,1320000.0,4,251,31.3,330000.0,62.8,7.8,good
Black Lantern Studios,1310000.0,2,75,7.300000000000001,655000.0,37.5,3.6,bad
3G Studios,1310000.0,2,80,8.2,655000.0,40.0,4.1,bad
Microsoft Game Studios,1300000.0,7,519,53.8,185714.2857142857,74.1,7.7,good
Ivory Tower,1290000.0,3,206,16.7,430000.0,68.7,5.6,good
"THQ, Yuke's",1270000.0,1,78,8.0,1270000.0,78.0,8.0,very good
Overworks,1270000.0,3,248,25.799999999999997,423333.3333333333,82.7,8.6,very good
Griptonite Studio,1260000.0,1,63,7.0,1260000.0,63.0,7.0,good
Ambrella,1260000.0,3,159,17.799999999999997,420000.0,53.0,5.9,ok
People Can Fly,1240000.0,4,315,31.0,310000.0,78.8,7.8,very good
Atomic Planet Entertainment,1240000.0,6,383,37.0,206666.66666666666,63.8,6.2,good
Beenox Studios,1230000.0,4,298,30.4,307500.0,74.5,7.6,good
Creatures Inc.,1230000.0,2,131,14.9,615000.0,65.5,7.4,good
neo Software,1220000.0,1,89,8.3,1220000.0,89.0,8.3,excellent
Robomodo / Buzz Monkey Software,1220000.0,2,90,5.1,610000.0,45.0,2.6,bad
Adrenalin Interactive,1220000.0,3,199,19.299999999999997,406666.6666666667,66.3,6.4,good
Pyramid/JAPAN Studio,1210000.0,3,241,24.700000000000003,403333.3333333333,80.3,8.2,very good
Spicy Horse,1210000.0,3,215,24.5,403333.3333333333,71.7,8.2,good
Pocketeers,1200000.0,3,211,23.9,400000.0,70.3,8.0,good
Ascaron Entertainment,1200000.0,4,279,29.7,300000.0,69.8,7.4,good
Lionhead Studios,1180000.0,5,371,34.0,236000.0,74.2,6.8,good
Triumph Studios,1160000.0,6,441,43.5,193333.33333333334,73.5,7.2,good
Level 5 / Armor Project,1150000.0,1,85,8.5,1150000.0,85.0,8.5,very good
Barnhouse Effect,1150000.0,3,185,23.700000000000003,383333.3333333333,61.7,7.9,good
Saber Interactive,1140000.0,8,515,53.2,142500.0,64.4,6.6,good
Shaba Games / Treyarch,1140000.0,5,319,35.8,228000.0,63.8,7.2,good
Rockstar Vancouver/Mad Doc Software,1120000.0,2,152,15.9,560000.0,76.0,8.0,very good
Ruffian Games,1120000.0,1,70,6.0,1120000.0,70.0,6.0,good
Piranha Bytes,1110000.0,8,444,46.699999999999996,138750.0,55.5,5.8,ok
Incinerator Studios,1110000.0,2,129,10.899999999999999,555000.0,64.5,5.4,good
O-TWO inc.,1100000.0,1,47,2.3,1100000.0,47.0,2.3,ok
EA Salt Lake,1090000.0,1,66,4.4,1090000.0,66.0,4.4,good
Digital Illusions,1090000.0,4,224,23.3,272500.0,56.0,5.8,ok
Headgate,1090000.0,1,75,8.5,1090000.0,75.0,8.5,good
Sega Racing Studio,1090000.0,3,226,22.099999999999998,363333.3333333333,75.3,7.4,very good
2K Games,1080000.0,2,95,13.8,540000.0,47.5,6.9,ok
Disney Interactive,1070000.0,3,166,22.799999999999997,356666.6666666667,55.3,7.6,ok
Foundation 9,1070000.0,1,65,6.8,1070000.0,65.0,6.8,good
RedLynx,1070000.0,4,283,29.9,267500.0,70.8,7.5,good
SIE San Diego Studio,1060000.0,1,82,6.4,1060000.0,82.0,6.4,very good
"Cavia, inc.",1050000.0,1,75,7.9,1050000.0,75.0,7.9,good
Sega-AM3,1050000.0,1,80,7.8,1050000.0,80.0,7.8,very good
Evolution Games,1050000.0,2,136,15.1,525000.0,68.0,7.6,good
KCEK,1050000.0,2,169,16.5,525000.0,84.5,8.2,very good
Shift,1040000.0,3,194,21.4,346666.6666666667,64.7,7.1,good
Planet Moon Studios,1040000.0,4,284,28.0,260000.0,71.0,7.0,good
Spike / Bandai Namco Games,1030000.0,1,72,8.5,1030000.0,72.0,8.5,good
Eugen Systems,1030000.0,3,230,23.4,343333.3333333333,76.7,7.8,very good
Yager Development,1020000.0,3,223,24.4,340000.0,74.3,8.1,good
8ting/Raizing,1020000.0,1,74,7.9,1020000.0,74.0,7.9,good
Eighting / Raizing,1020000.0,4,289,32.9,255000.0,72.2,8.2,good
Armature Studio,1010000.0,3,192,20.2,336666.6666666667,64.0,6.7,good
Red Tribe,1010000.0,6,328,35.8,168333.33333333334,54.7,6.0,ok
Dynamic Pixels,1010000.0,3,148,12.6,336666.6666666667,49.3,4.2,ok
Sandlot,1010000.0,7,493,53.9,144285.7142857143,70.4,7.7,good
Page 44,1010000.0,3,181,20.2,336666.6666666667,60.3,6.7,good
Rage Software,1010000.0,2,148,15.6,505000.0,74.0,7.8,good
Jupiter Multimedia,1010000.0,2,161,15.8,505000.0,80.5,7.9,very good
Firebrand Games,1010000.0,5,337,31.199999999999996,202000.0,67.4,6.2,good
Melbourne House,1010000.0,2,130,15.5,505000.0,65.0,7.8,good
Midway Studios Los Angeles,1000000.0,2,155,15.9,500000.0,77.5,8.0,very good
Oddworld Inhabitans,990000.0,1,88,8.7,990000.0,88.0,8.7,excellent
Robomodo,990000.0,5,253,20.000000000000004,198000.0,50.6,4.0,ok
Microsoft,990000.0,1,79,8.3,990000.0,79.0,8.3,very good
SuperBot Entertainment,990000.0,1,74,7.3,990000.0,74.0,7.3,good
Sting,980000.0,9,617,71.8,108888.88888888889,68.6,8.0,good
GenePool,970000.0,3,178,19.4,323333.3333333333,59.3,6.5,ok
Digtal Illusions,970000.0,2,157,15.5,485000.0,78.5,7.8,very good
Visual Impact,960000.0,2,114,12.0,480000.0,57.0,6.0,ok
MileStone Inc.,960000.0,5,282,28.5,192000.0,56.4,5.7,ok
Pyramid,960000.0,2,131,13.3,480000.0,65.5,6.6,good
Capcom Production Studio 2,950000.0,2,118,14.299999999999999,475000.0,59.0,7.2,ok
Coresoft,950000.0,1,60,7.9,950000.0,60.0,7.9,ok
Fuse Games Limited,950000.0,2,141,12.4,475000.0,70.5,6.2,good
Mistwalker Corporation / Artoon,950000.0,2,144,14.7,475000.0,72.0,7.4,good
Ubisoft Montreal / Annecy,950000.0,1,87,8.4,950000.0,87.0,8.4,excellent
Relic,950000.0,9,739,74.0,105555.55555555556,82.1,8.2,very good
Papaya Studio Corporation,950000.0,3,199,20.299999999999997,316666.6666666667,66.3,6.8,good
Blue Tongue Entertainment,940000.0,2,144,14.3,470000.0,72.0,7.2,good
Buzz Monkey Software,940000.0,1,47,4.5,940000.0,47.0,4.5,ok
Ubisoft Milan,940000.0,3,182,19.6,313333.3333333333,60.7,6.5,good
SuperVillain Studios,930000.0,3,229,23.4,310000.0,76.3,7.8,very good
